model_uuid,conv_cnt,linear_cnt,relu_cnt,lrelu_cnt,avg_pooling_cnt,max_pooling_cnt,out_features,linear_input_features,conv_kernel_size_2,conv_kernel_size_3,time
76570fa0-4e87-4f10-b0fe-cc6654407ef2,5,2,2,3,1,1,23,16224,5,5,0.0049990653991699
8c7d3aca-936e-4e7e-924f-5ab1e059f2d6,5,1,3,2,1,2,82,864,5,5,0.0026004314422607
037d906b-5805-481f-bdcf-384ab88f8de2,5,2,3,2,1,1,147,18816,5,5,0.0077999591827392
b78dc022-6984-4e9b-8779-933c403151ce,3,2,2,1,1,1,121,864,3,3,0.0030005455017089
7d8ec818-9df5-4e23-ade8-f780561a2430,6,1,4,2,2,1,133,1728,6,6,0.0022004127502441
312d5f51-0e32-492b-9ff9-2da0806fccd6,7,2,7,0,2,1,142,1536,7,7,0.0047992229461669
9f2be8a3-f5ca-4670-b906-e84937571992,5,1,5,0,0,3,57,21600,5,5,0.0051999568939208
14454b20-a8cd-472d-b1ac-6578c120080d,7,2,3,4,2,1,37,1536,7,7,0.0047980785369873
fc8c57ed-d967-4705-9f5e-79da7d2e4f8d,5,2,3,2,2,0,128,3456,5,5,0.0024003028869628
b88bd3b8-35c3-45e8-ad58-8971a515041c,7,3,2,5,0,3,67,1536,7,7,0.0076007366180419
f17dd9e8-e4dd-4743-8ddf-dbb41ca0f12f,5,2,3,2,0,3,150,384,5,5,0.0022000789642333
a17eceaa-8a7b-48c4-8943-f0b53b49a0a6,7,2,3,4,0,3,60,6144,7,7,0.0084002017974853
df3cb88b-72e6-4425-9146-afafe0e62ee2,7,1,3,4,1,2,128,86400,7,7,0.057600450515747
df117ffc-2a10-4d5b-86ce-2e0c53cecc86,4,3,2,2,2,0,73,52272,4,4,0.0105940341949462
f4638748-b558-4424-b3b9-efb988597d41,5,1,2,3,2,0,73,6144,5,5,0.0030076026916503
2020680f-2298-44b9-88eb-4f91bcafaec1,5,2,2,3,0,2,92,357216,5,5,0.0434003353118896
35577b16-866d-445c-8db5-5b21509fc3e8,6,3,3,3,2,1,8,1728,6,6,0.0063934803009033
5ebd0f7b-9f79-478c-9513-fe1c36822e6d,4,2,4,0,2,0,76,12288,4,4,0.0027997970581054
d44e8b81-1e70-4a00-80ba-9f2c9883a40e,6,1,3,3,1,2,244,192,6,6,0.003400182723999
cd73ebaa-7481-4784-9bfb-c74e1213ced6,4,3,4,0,1,2,45,3072,4,4,0.0034002780914306
a37a5315-731c-48a0-9e20-702f077b6a95,5,2,0,5,3,0,129,96,5,5,0.0023982048034667
1f51af16-fcbe-48d2-89da-c3624793718b,4,2,3,1,1,1,56,3072,4,4,0.0019983768463134
8b979535-4de5-435b-a658-faf34ae722ea,6,2,1,5,1,2,69,3072,6,6,0.0049998760223388
2814166b-bca6-49f3-a87a-c495ab6a4f96,6,2,0,6,1,1,64,691200,6,6,0.0664711952209472
d7d9e7eb-1e5d-4ae7-a4ba-9d2bc30929d4,6,3,6,0,1,1,65,37632,6,6,0.0107975006103515
c1d44e0e-9a2c-4c32-9710-43198924270c,7,1,7,0,1,2,115,6144,7,7,0.0027970314025878
fd2f22a8-638d-44b9-93e9-0d438857443e,4,1,1,3,0,2,217,1200,4,4,0.0022000312805175
a548338d-0300-4044-80b6-5586d8b02d2b,8,3,8,0,3,0,37,19200,8,8,0.0126010417938232
e2f4baf6-1f7a-4199-8bf4-6e7403592939,5,3,3,2,1,2,68,1536,5,5,0.0035995006561279
9c69e553-6fb1-4c78-b389-14968316881d,4,3,4,0,1,1,63,3888,4,4,0.0014014244079589
97da010b-3870-47d2-b08f-039660d4116e,6,2,3,3,2,1,71,1728,6,6,0.0033998489379882
